":ID",":LABEL","description","rule_reference","date"
"VIOL_3893","Violation","ex_parte","MCR 2.003",""
"VIOL_3894","Violation","ex_parte","MCR 2.003",""
"VIOL_3895","Violation","ex_parte","MCR 2.003",""
"VIOL_3896","Violation","ex_parte","",""
"VIOL_3897","Violation","ex_parte","",""
"VIOL_3898","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3899","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3900","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3901","Violation","ex_parte","","2024-04-11"
"VIOL_3902","Violation","ex_parte","","2024-04-11"
"VIOL_3903","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3904","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3905","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3906","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3907","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3908","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3909","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3910","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3911","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3912","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3913","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3914","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_3915","Violation","ex_parte","",""
"VIOL_3916","Violation","ex_parte","",""
"VIOL_3917","Violation","ex_parte","",""
"VIOL_3918","Violation","ex_parte","",""
"VIOL_3919","Violation","ex_parte","","2024-04-01"
"VIOL_3920","Violation","ex_parte","","2024-10-07"
"VIOL_3921","Violation","ex_parte","","2024-10-07"
"VIOL_3922","Violation","ex_parte","","2024-10-07"
"VIOL_3923","Violation","ex_parte","","2024-10-07"
"VIOL_3924","Violation","ex_parte","",""
"VIOL_3925","Violation","bias","MCR 2.003",""
"VIOL_3926","Violation","bias","MCR 2.003(C)",""
"VIOL_3927","Violation","bias","",""
"VIOL_3928","Violation","ex_parte","",""
"VIOL_3929","Violation","ex_parte","",""
"VIOL_3930","Violation","ex_parte","","2025-03-03"
"VIOL_3931","Violation","ex_parte","","2025-03-28"
"VIOL_3932","Violation","ex_parte","","2024-11-15"
"VIOL_3933","Violation","ex_parte","","2025-03-28"
"VIOL_3934","Violation","ex_parte","","2024-11-15"
"VIOL_3935","Violation","ex_parte","",""
"VIOL_3936","Violation","ex_parte","","2025-08-08"
"VIOL_3937","Violation","ex_parte","",""
"VIOL_3938","Violation","ex_parte","",""
"VIOL_3939","Violation","bias","",""
"VIOL_3940","Violation","bias","",""
"VIOL_3941","Violation","ex_parte","",""
"VIOL_3942","Violation","ex_parte","",""
"VIOL_3943","Violation","bias","",""
"VIOL_3944","Violation","ex_parte","",""
"VIOL_3945","Violation","ex_parte","",""
"VIOL_3946","Violation","bias","",""
"VIOL_3947","Violation","ex_parte","",""
"VIOL_3948","Violation","ex_parte","",""
"VIOL_3949","Violation","bias","",""
"VIOL_3950","Violation","ex_parte","",""
"VIOL_3951","Violation","ex_parte","",""
"VIOL_3952","Violation","bias","",""
"VIOL_3953","Violation","ex_parte","",""
"VIOL_3954","Violation","ex_parte","",""
"VIOL_3955","Violation","bias","",""
"VIOL_3956","Violation","ex_parte","",""
"VIOL_3957","Violation","ex_parte","",""
"VIOL_3958","Violation","bias","",""
"VIOL_3959","Violation","ex_parte","",""
"VIOL_3960","Violation","ex_parte","",""
"VIOL_3961","Violation","bias","",""
"VIOL_3962","Violation","ex_parte","",""
"VIOL_3963","Violation","ex_parte","",""
"VIOL_3964","Violation","bias","",""
"VIOL_3965","Violation","ex_parte","",""
"VIOL_3966","Violation","ex_parte","",""
"VIOL_3967","Violation","bias","",""
"VIOL_3968","Violation","ex_parte","",""
"VIOL_3969","Violation","ex_parte","",""
"VIOL_3970","Violation","bias","",""
"VIOL_3971","Violation","ex_parte","",""
"VIOL_3972","Violation","ex_parte","",""
"VIOL_3973","Violation","bias","",""
"VIOL_3974","Violation","ex_parte","",""
"VIOL_3975","Violation","ex_parte","",""
"VIOL_3976","Violation","bias","",""
"VIOL_3977","Violation","ex_parte","",""
"VIOL_3978","Violation","ex_parte","",""
"VIOL_3979","Violation","bias","",""
"VIOL_3980","Violation","ex_parte","",""
"VIOL_3981","Violation","ex_parte","",""
"VIOL_3982","Violation","bias","",""
"VIOL_3983","Violation","ex_parte","",""
"VIOL_3984","Violation","ex_parte","",""
"VIOL_3985","Violation","bias","",""
"VIOL_3986","Violation","ex_parte","",""
"VIOL_3987","Violation","ex_parte","",""
"VIOL_3988","Violation","bias","",""
"VIOL_3989","Violation","ex_parte","",""
"VIOL_3990","Violation","ex_parte","",""
"VIOL_3991","Violation","bias","",""
"VIOL_3992","Violation","ex_parte","",""
"VIOL_3993","Violation","ex_parte","",""
"VIOL_3994","Violation","bias","",""
"VIOL_3995","Violation","ex_parte","",""
"VIOL_3996","Violation","ex_parte","",""
"VIOL_3997","Violation","bias","",""
"VIOL_3998","Violation","ex_parte","",""
"VIOL_3999","Violation","ex_parte","",""
"VIOL_4000","Violation","bias","",""
"VIOL_4001","Violation","ex_parte","",""
"VIOL_4002","Violation","ex_parte","",""
"VIOL_4003","Violation","bias","",""
"VIOL_4004","Violation","ex_parte","",""
"VIOL_4005","Violation","ex_parte","",""
"VIOL_4006","Violation","bias","",""
"VIOL_4007","Violation","ex_parte","",""
"VIOL_4008","Violation","ex_parte","",""
"VIOL_4009","Violation","bias","",""
"VIOL_4010","Violation","ex_parte","",""
"VIOL_4011","Violation","ex_parte","",""
"VIOL_4012","Violation","bias","",""
"VIOL_4013","Violation","ex_parte","",""
"VIOL_4014","Violation","ex_parte","",""
"VIOL_4015","Violation","bias","",""
"VIOL_4016","Violation","ex_parte","",""
"VIOL_4017","Violation","ex_parte","",""
"VIOL_4018","Violation","bias","",""
"VIOL_4019","Violation","ex_parte","",""
"VIOL_4020","Violation","ex_parte","",""
"VIOL_4021","Violation","bias","",""
"VIOL_4022","Violation","ex_parte","",""
"VIOL_4023","Violation","ex_parte","",""
"VIOL_4024","Violation","bias","",""
"VIOL_4025","Violation","ex_parte","",""
"VIOL_4026","Violation","ex_parte","",""
"VIOL_4027","Violation","bias","",""
"VIOL_4028","Violation","ex_parte","",""
"VIOL_4029","Violation","ex_parte","",""
"VIOL_4030","Violation","bias","",""
"VIOL_4031","Violation","ex_parte","",""
"VIOL_4032","Violation","ex_parte","",""
"VIOL_4033","Violation","bias","",""
"VIOL_4034","Violation","ex_parte","",""
"VIOL_4035","Violation","ex_parte","",""
"VIOL_4036","Violation","bias","",""
"VIOL_4037","Violation","ex_parte","",""
"VIOL_4038","Violation","ex_parte","",""
"VIOL_4039","Violation","bias","",""
"VIOL_4040","Violation","ex_parte","",""
"VIOL_4041","Violation","ex_parte","",""
"VIOL_4042","Violation","bias","",""
"VIOL_4043","Violation","ex_parte","",""
"VIOL_4044","Violation","ex_parte","",""
"VIOL_4045","Violation","bias","",""
"VIOL_4046","Violation","ex_parte","",""
"VIOL_4047","Violation","ex_parte","",""
"VIOL_4048","Violation","bias","",""
"VIOL_4049","Violation","ex_parte","",""
"VIOL_4050","Violation","ex_parte","",""
"VIOL_4051","Violation","bias","",""
"VIOL_4052","Violation","ex_parte","",""
"VIOL_4053","Violation","ex_parte","",""
"VIOL_4054","Violation","bias","",""
"VIOL_4055","Violation","ex_parte","",""
"VIOL_4056","Violation","ex_parte","",""
"VIOL_4057","Violation","bias","",""
"VIOL_4058","Violation","ex_parte","",""
"VIOL_4059","Violation","ex_parte","",""
"VIOL_4060","Violation","bias","",""
"VIOL_4061","Violation","ex_parte","",""
"VIOL_4062","Violation","ex_parte","",""
"VIOL_4063","Violation","bias","",""
"VIOL_4064","Violation","ex_parte","",""
"VIOL_4065","Violation","ex_parte","","2022-11-09"
"VIOL_4066","Violation","ex_parte","","2022-11-09"
"VIOL_4067","Violation","ex_parte","","2022-11-09"
"VIOL_4068","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4069","Violation","ex_parte","",""
"VIOL_4070","Violation","ex_parte","MCR 7.212(C)",""
"VIOL_4071","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4072","Violation","ex_parte","",""
"VIOL_4073","Violation","ex_parte","MCR 7.212(C)",""
"VIOL_4074","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4075","Violation","ex_parte","",""
"VIOL_4076","Violation","ex_parte","MCR 7.212(C)",""
"VIOL_4077","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4078","Violation","ex_parte","",""
"VIOL_4079","Violation","ex_parte","MCR 7.212(C)",""
"VIOL_4080","Violation","bias","MCR 2.003",""
"VIOL_4081","Violation","bias","",""
"VIOL_4082","Violation","bias","MCR 2.003(C)",""
"VIOL_4083","Violation","bias","",""
"VIOL_4084","Violation","bias","",""
"VIOL_4085","Violation","bias","",""
"VIOL_4086","Violation","bias","",""
"VIOL_4087","Violation","ex_parte","",""
"VIOL_4088","Violation","ex_parte","MCR 3.207(C)","2025-08-08"
"VIOL_4089","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_4090","Violation","ex_parte","MCR 2.003",""
"VIOL_4091","Violation","ex_parte","MCR 2.003",""
"VIOL_4092","Violation","ex_parte","MCR 2.003",""
"VIOL_4093","Violation","ex_parte","MCR 2.003",""
"VIOL_4094","Violation","ex_parte","MCR 2.003",""
"VIOL_4095","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4096","Violation","bias","",""
"VIOL_4097","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4098","Violation","bias","",""
"VIOL_4099","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4100","Violation","bias","",""
"VIOL_4101","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4102","Violation","bias","",""
"VIOL_4103","Violation","ex_parte","",""
"VIOL_4104","Violation","ex_parte","",""
"VIOL_4105","Violation","ex_parte","",""
"VIOL_4106","Violation","ex_parte","",""
"VIOL_4107","Violation","ex_parte","","2023-11-12"
"VIOL_4108","Violation","ex_parte","","2023-11-12"
"VIOL_4109","Violation","ex_parte","","2023-11-12"
"VIOL_4110","Violation","ex_parte","","2023-11-12"
"VIOL_4111","Violation","ex_parte","MCR 3.207",""
"VIOL_4112","Violation","ex_parte","",""
"VIOL_4113","Violation","ex_parte","",""
"VIOL_4114","Violation","ex_parte","",""
"VIOL_4115","Violation","bias","",""
"VIOL_4116","Violation","bias","",""
"VIOL_4117","Violation","ex_parte","MCR 3.207",""
"VIOL_4118","Violation","ex_parte","",""
"VIOL_4119","Violation","ex_parte","",""
"VIOL_4120","Violation","ex_parte","",""
"VIOL_4121","Violation","ex_parte","MCR 3.207",""
"VIOL_4122","Violation","ex_parte","",""
"VIOL_4123","Violation","ex_parte","",""
"VIOL_4124","Violation","ex_parte","",""
"VIOL_4125","Violation","ex_parte","MCR 3.207",""
"VIOL_4126","Violation","ex_parte","",""
"VIOL_4127","Violation","ex_parte","",""
"VIOL_4128","Violation","ex_parte","",""
"VIOL_4129","Violation","ex_parte","",""
"VIOL_4130","Violation","ex_parte","",""
"VIOL_4131","Violation","ex_parte","",""
"VIOL_4132","Violation","ex_parte","",""
"VIOL_4133","Violation","ex_parte","",""
"VIOL_4134","Violation","ex_parte","",""
"VIOL_4135","Violation","ex_parte","",""
"VIOL_4136","Violation","ex_parte","",""
"VIOL_4137","Violation","ex_parte","",""
"VIOL_4138","Violation","ex_parte","",""
"VIOL_4139","Violation","ex_parte","",""
"VIOL_4140","Violation","ex_parte","",""
"VIOL_4141","Violation","ex_parte","",""
"VIOL_4142","Violation","ex_parte","MCR 3.207(B)","2024-04-05"
"VIOL_4143","Violation","ex_parte","MCR 3.207(B)","2024-04-05"
"VIOL_4144","Violation","ex_parte","MCR 3.207(B)","2024-04-05"
"VIOL_4145","Violation","ex_parte","MCR 3.207(B)","2024-04-05"
"VIOL_4146","Violation","ex_parte","",""
"VIOL_4147","Violation","unclassified","",""
"VIOL_4148","Violation","unclassified","",""
"VIOL_4149","Violation","unclassified","",""
"VIOL_4150","Violation","unclassified","",""
"VIOL_4151","Violation","unclassified","",""
"VIOL_4152","Violation","unclassified","",""
"VIOL_4153","Violation","ex_parte","","2023-11-12"
"VIOL_4154","Violation","ex_parte","","2023-11-12"
"VIOL_4155","Violation","ex_parte","","2023-11-12"
"VIOL_4156","Violation","ex_parte","","2023-11-12"
"VIOL_4157","Violation","ex_parte","","2023-11-12"
"VIOL_4158","Violation","ex_parte","","2023-11-12"
"VIOL_4159","Violation","ex_parte","","2023-11-12"
"VIOL_4160","Violation","ex_parte","","2023-11-12"
"VIOL_4161","Violation","ex_parte","","2023-11-12"
"VIOL_4162","Violation","ex_parte","","2023-11-12"
"VIOL_4163","Violation","ex_parte","","2023-11-12"
"VIOL_4164","Violation","ex_parte","","2023-11-12"
"VIOL_4165","Violation","ex_parte","","2023-11-12"
"VIOL_4166","Violation","ex_parte","","2023-11-12"
"VIOL_4167","Violation","ex_parte","","2023-11-12"
"VIOL_4168","Violation","ex_parte","","2023-11-12"
"VIOL_4169","Violation","ex_parte","","2023-11-12"
"VIOL_4170","Violation","ex_parte","","2023-11-12"
"VIOL_4171","Violation","ex_parte","","2023-11-12"
"VIOL_4172","Violation","ex_parte","","2023-11-12"
"VIOL_4173","Violation","ex_parte","","2023-11-12"
"VIOL_4174","Violation","ex_parte","","2023-11-12"
"VIOL_4175","Violation","ex_parte","","2023-11-12"
"VIOL_4176","Violation","ex_parte","","2023-11-12"
"VIOL_4177","Violation","ex_parte","","2023-11-12"
"VIOL_4178","Violation","ex_parte","","2023-11-12"
"VIOL_4179","Violation","ex_parte","","2023-11-12"
"VIOL_4180","Violation","ex_parte","","2023-11-12"
"VIOL_4181","Violation","ex_parte","","2023-11-12"
"VIOL_4182","Violation","ex_parte","","2023-11-12"
"VIOL_4183","Violation","ex_parte","","2023-11-12"
"VIOL_4184","Violation","ex_parte","","2023-11-12"
"VIOL_4185","Violation","ex_parte","","2023-11-12"
"VIOL_4186","Violation","ex_parte","","2023-11-12"
"VIOL_4187","Violation","ex_parte","","2023-11-12"
"VIOL_4188","Violation","ex_parte","","2023-11-12"
"VIOL_4189","Violation","ex_parte","","2023-11-12"
"VIOL_4190","Violation","ex_parte","","2023-11-12"
"VIOL_4191","Violation","ex_parte","","2023-11-12"
"VIOL_4192","Violation","ex_parte","","2023-11-12"
"VIOL_4193","Violation","ex_parte","","2023-11-12"
"VIOL_4194","Violation","ex_parte","","2023-11-12"
"VIOL_4195","Violation","ex_parte","","2023-11-12"
"VIOL_4196","Violation","ex_parte","","2023-11-12"
"VIOL_4197","Violation","ex_parte","","2023-11-12"
"VIOL_4198","Violation","ex_parte","","2023-11-12"
"VIOL_4199","Violation","ex_parte","","2023-11-12"
"VIOL_4200","Violation","ex_parte","","2023-11-12"
"VIOL_4201","Violation","ex_parte","","2023-11-12"
"VIOL_4202","Violation","ex_parte","","2023-11-12"
"VIOL_4203","Violation","ex_parte","","2023-11-12"
"VIOL_4204","Violation","ex_parte","","2023-11-12"
"VIOL_4205","Violation","ex_parte","","2023-11-12"
"VIOL_4206","Violation","ex_parte","","2023-11-12"
"VIOL_4207","Violation","ex_parte","","2023-11-12"
"VIOL_4208","Violation","ex_parte","","2023-11-12"
"VIOL_4209","Violation","ex_parte","","2023-11-12"
"VIOL_4210","Violation","ex_parte","","2023-11-12"
"VIOL_4211","Violation","ex_parte","","2023-11-12"
"VIOL_4212","Violation","ex_parte","","2023-11-12"
"VIOL_4213","Violation","ex_parte","","2023-11-12"
"VIOL_4214","Violation","ex_parte","","2023-11-12"
"VIOL_4215","Violation","ex_parte","","2023-11-12"
"VIOL_4216","Violation","ex_parte","","2023-11-12"
"VIOL_4217","Violation","ex_parte","","2023-11-12"
"VIOL_4218","Violation","ex_parte","","2023-11-12"
"VIOL_4219","Violation","ex_parte","","2023-11-12"
"VIOL_4220","Violation","ex_parte","","2023-11-12"
"VIOL_4221","Violation","ex_parte","","2023-11-12"
"VIOL_4222","Violation","ex_parte","","2023-11-12"
"VIOL_4223","Violation","ex_parte","","2023-11-12"
"VIOL_4224","Violation","ex_parte","","2023-11-12"
"VIOL_4225","Violation","ex_parte","","2023-11-12"
"VIOL_4226","Violation","ex_parte","","2023-11-12"
"VIOL_4227","Violation","ex_parte","","2023-11-12"
"VIOL_4228","Violation","ex_parte","","2023-11-12"
"VIOL_4229","Violation","ex_parte","","2023-11-12"
"VIOL_4230","Violation","ex_parte","","2023-11-12"
"VIOL_4231","Violation","ex_parte","","2023-11-12"
"VIOL_4232","Violation","ex_parte","","2023-11-12"
"VIOL_4233","Violation","ex_parte","","2023-11-12"
"VIOL_4234","Violation","ex_parte","","2023-11-12"
"VIOL_4235","Violation","ex_parte","","2023-11-12"
"VIOL_4236","Violation","ex_parte","","2023-11-12"
"VIOL_4237","Violation","ex_parte","","2023-11-12"
"VIOL_4238","Violation","ex_parte","","2023-11-12"
"VIOL_4239","Violation","ex_parte","","2023-11-12"
"VIOL_4240","Violation","ex_parte","","2023-11-12"
"VIOL_4241","Violation","ex_parte","","2023-11-12"
"VIOL_4242","Violation","ex_parte","","2023-11-12"
"VIOL_4243","Violation","ex_parte","","2023-11-12"
"VIOL_4244","Violation","ex_parte","","2023-11-12"
"VIOL_4245","Violation","ex_parte","","2023-11-12"
"VIOL_4246","Violation","ex_parte","","2023-11-12"
"VIOL_4247","Violation","ex_parte","","2023-11-12"
"VIOL_4248","Violation","ex_parte","","2023-11-12"
"VIOL_4249","Violation","ex_parte","","2023-11-12"
"VIOL_4250","Violation","ex_parte","","2023-11-12"
"VIOL_4251","Violation","ex_parte","","2023-11-12"
"VIOL_4252","Violation","ex_parte","","2023-11-12"
"VIOL_4253","Violation","ex_parte","","2023-11-12"
"VIOL_4254","Violation","ex_parte","","2023-11-12"
"VIOL_4255","Violation","ex_parte","","2023-11-12"
"VIOL_4256","Violation","ex_parte","","2023-11-12"
"VIOL_4257","Violation","ex_parte","","2023-11-12"
"VIOL_4258","Violation","ex_parte","","2023-11-12"
"VIOL_4259","Violation","ex_parte","","2023-11-12"
"VIOL_4260","Violation","ex_parte","","2023-11-12"
"VIOL_4261","Violation","ex_parte","","2023-11-12"
"VIOL_4262","Violation","ex_parte","","2023-11-12"
"VIOL_4263","Violation","ex_parte","","2023-11-12"
"VIOL_4264","Violation","ex_parte","","2023-11-12"
"VIOL_4265","Violation","ex_parte","","2023-11-12"
"VIOL_4266","Violation","ex_parte","","2023-11-12"
"VIOL_4267","Violation","ex_parte","","2023-11-12"
"VIOL_4268","Violation","ex_parte","",""
"VIOL_4269","Violation","bias","",""
"VIOL_4270","Violation","ex_parte","",""
"VIOL_4271","Violation","ex_parte","",""
"VIOL_4272","Violation","ex_parte","",""
"VIOL_4273","Violation","ex_parte","",""
"VIOL_4274","Violation","bias","",""
"VIOL_4275","Violation","ex_parte","",""
"VIOL_4276","Violation","ex_parte","",""
"VIOL_4277","Violation","ex_parte","",""
"VIOL_4278","Violation","ex_parte","",""
"VIOL_4279","Violation","bias","",""
"VIOL_4280","Violation","ex_parte","",""
"VIOL_4281","Violation","ex_parte","",""
"VIOL_4282","Violation","ex_parte","",""
"VIOL_4283","Violation","ex_parte","",""
"VIOL_4284","Violation","bias","",""
"VIOL_4285","Violation","ex_parte","",""
"VIOL_4286","Violation","ex_parte","",""
"VIOL_4287","Violation","ex_parte","",""
"VIOL_4288","Violation","ex_parte","",""
"VIOL_4289","Violation","bias","",""
"VIOL_4290","Violation","ex_parte","",""
"VIOL_4291","Violation","ex_parte","",""
"VIOL_4292","Violation","ex_parte","",""
"VIOL_4293","Violation","ex_parte","",""
"VIOL_4294","Violation","bias","",""
"VIOL_4295","Violation","ex_parte","",""
"VIOL_4296","Violation","ex_parte","",""
"VIOL_4297","Violation","ex_parte","",""
"VIOL_4298","Violation","unclassified","",""
"VIOL_4299","Violation","unclassified","",""
"VIOL_4300","Violation","ex_parte","",""
"VIOL_4301","Violation","bias","",""
"VIOL_4302","Violation","ex_parte","",""
"VIOL_4303","Violation","bias","",""
"VIOL_4304","Violation","ex_parte","",""
"VIOL_4305","Violation","bias","",""
"VIOL_4306","Violation","ex_parte","",""
"VIOL_4307","Violation","bias","",""
"VIOL_4308","Violation","ex_parte","",""
"VIOL_4309","Violation","bias","",""
"VIOL_4310","Violation","ex_parte","",""
"VIOL_4311","Violation","bias","",""
"VIOL_4312","Violation","ex_parte","",""
"VIOL_4313","Violation","bias","",""
"VIOL_4314","Violation","ex_parte","",""
"VIOL_4315","Violation","bias","",""
"VIOL_4316","Violation","ex_parte","",""
"VIOL_4317","Violation","bias","",""
"VIOL_4318","Violation","ex_parte","",""
"VIOL_4319","Violation","bias","",""
"VIOL_4320","Violation","ex_parte","",""
"VIOL_4321","Violation","ex_parte","","2023-12-03"
"VIOL_4322","Violation","ex_parte","",""
"VIOL_4323","Violation","bias","",""
"VIOL_4324","Violation","ex_parte","",""
"VIOL_4325","Violation","bias","",""
"VIOL_4326","Violation","ex_parte","",""
"VIOL_4327","Violation","bias","",""
"VIOL_4328","Violation","ex_parte","",""
"VIOL_4329","Violation","bias","",""
"VIOL_4330","Violation","ex_parte","",""
"VIOL_4331","Violation","bias","",""
"VIOL_4332","Violation","ex_parte","",""
"VIOL_4333","Violation","bias","",""
"VIOL_4334","Violation","ex_parte","",""
"VIOL_4335","Violation","bias","",""
"VIOL_4336","Violation","ex_parte","",""
"VIOL_4337","Violation","bias","",""
"VIOL_4338","Violation","ex_parte","",""
"VIOL_4339","Violation","bias","",""
"VIOL_4340","Violation","ex_parte","",""
"VIOL_4341","Violation","bias","",""
"VIOL_4342","Violation","ex_parte","","2024-04-05"
"VIOL_4343","Violation","ex_parte","","2024-04-05"
"VIOL_4344","Violation","ex_parte","","2024-04-05"
"VIOL_4345","Violation","ex_parte","","2024-04-05"
"VIOL_4346","Violation","ex_parte","","2024-04-05"
"VIOL_4347","Violation","ex_parte","","2024-04-05"
"VIOL_4348","Violation","ex_parte","","2024-04-05"
"VIOL_4349","Violation","ex_parte","",""
"VIOL_4350","Violation","unclassified","",""
"VIOL_4351","Violation","ex_parte","",""
"VIOL_4352","Violation","unclassified","",""
"VIOL_4353","Violation","ex_parte","",""
"VIOL_4354","Violation","unclassified","",""
"VIOL_4355","Violation","ex_parte","",""
"VIOL_4356","Violation","unclassified","",""
"VIOL_4357","Violation","ex_parte","",""
"VIOL_4358","Violation","unclassified","",""
"VIOL_4359","Violation","ex_parte","","2025-07-17"
"VIOL_4360","Violation","unclassified","",""
"VIOL_4361","Violation","unclassified","",""
"VIOL_4362","Violation","ex_parte","","2024-04-05"
"VIOL_4363","Violation","ex_parte","","2024-04-05"
"VIOL_4364","Violation","ex_parte","","2024-04-05"
"VIOL_4365","Violation","ex_parte","","2024-04-05"
"VIOL_4366","Violation","ex_parte","","2024-04-05"
"VIOL_4367","Violation","ex_parte","",""
"VIOL_4368","Violation","ex_parte","",""
"VIOL_4369","Violation","ex_parte","",""
"VIOL_4370","Violation","ex_parte","",""
"VIOL_4371","Violation","ex_parte","",""
"VIOL_4372","Violation","ex_parte","",""
"VIOL_4373","Violation","ex_parte","",""
"VIOL_4374","Violation","ex_parte","",""
"VIOL_4375","Violation","ex_parte","",""
"VIOL_4376","Violation","ex_parte","",""
"VIOL_4377","Violation","ex_parte","",""
"VIOL_4378","Violation","ex_parte","",""
"VIOL_4379","Violation","ex_parte","",""
"VIOL_4380","Violation","ex_parte","",""
"VIOL_4381","Violation","ex_parte","",""
"VIOL_4382","Violation","ex_parte","",""
"VIOL_4383","Violation","ex_parte","",""
"VIOL_4384","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4385","Violation","ex_parte","",""
"VIOL_4386","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4387","Violation","ex_parte","",""
"VIOL_4388","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4389","Violation","ex_parte","",""
"VIOL_4390","Violation","ex_parte","",""
"VIOL_4391","Violation","bias","",""
"VIOL_4392","Violation","ex_parte","",""
"VIOL_4393","Violation","bias","",""
"VIOL_4394","Violation","ex_parte","",""
"VIOL_4395","Violation","bias","",""
"VIOL_4396","Violation","ex_parte","",""
"VIOL_4397","Violation","bias","",""
"VIOL_4398","Violation","ex_parte","",""
"VIOL_4399","Violation","bias","",""
"VIOL_4400","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_4401","Violation","ex_parte","",""
"VIOL_4402","Violation","ex_parte","",""
"VIOL_4403","Violation","bias","",""
"VIOL_4404","Violation","ex_parte","",""
"VIOL_4405","Violation","bias","",""
"VIOL_4406","Violation","ex_parte","",""
"VIOL_4407","Violation","bias","",""
"VIOL_4408","Violation","ex_parte","",""
"VIOL_4409","Violation","bias","",""
"VIOL_4410","Violation","bias","MCR 2.113",""
"VIOL_4411","Violation","bias","MCR 2.003(D)",""
"VIOL_4412","Violation","bias","MCR 2.003(C)",""
"VIOL_4413","Violation","bias","MCR 2.113",""
"VIOL_4414","Violation","bias","MCR 2.003(D)",""
"VIOL_4415","Violation","bias","MCR 2.003(C)",""
"VIOL_4416","Violation","ex_parte","",""
"VIOL_4417","Violation","bias","MCR 2.003",""
"VIOL_4418","Violation","ex_parte","",""
"VIOL_4419","Violation","bias","MCR 2.003",""
"VIOL_4420","Violation","ex_parte","",""
"VIOL_4421","Violation","bias","MCR 2.003",""
"VIOL_4422","Violation","ex_parte","",""
"VIOL_4423","Violation","bias","",""
"VIOL_4424","Violation","ex_parte","",""
"VIOL_4425","Violation","bias","",""
"VIOL_4426","Violation","ex_parte","",""
"VIOL_4427","Violation","bias","",""
"VIOL_4428","Violation","ex_parte","MCR 8.110(C)",""
"VIOL_4429","Violation","ex_parte","MCR 8.110(C)",""
"VIOL_4430","Violation","ex_parte","MCR 8.110(C)",""
"VIOL_4431","Violation","ex_parte","MCR 8.110(C)",""
"VIOL_4432","Violation","bias","",""
"VIOL_4433","Violation","bias","",""
"VIOL_4434","Violation","ex_parte","",""
"VIOL_4435","Violation","ex_parte","",""
"VIOL_4436","Violation","ex_parte","",""
"VIOL_4437","Violation","ex_parte","",""
"VIOL_4438","Violation","bias","",""
"VIOL_4439","Violation","bias","",""
"VIOL_4440","Violation","bias","",""
"VIOL_4441","Violation","bias","",""
"VIOL_4442","Violation","bias","MCR 2.113",""
"VIOL_4443","Violation","bias","MCR 2.003(D)",""
"VIOL_4444","Violation","bias","MCR 2.003(C)",""
"VIOL_4445","Violation","bias","MCR 2.113",""
"VIOL_4446","Violation","bias","MCR 2.003(D)",""
"VIOL_4447","Violation","bias","MCR 2.003(C)",""
"VIOL_4448","Violation","bias","MCR 2.113",""
"VIOL_4449","Violation","bias","MCR 2.003(D)",""
"VIOL_4450","Violation","bias","MCR 2.003(C)",""
"VIOL_4451","Violation","bias","MCR 2.113",""
"VIOL_4452","Violation","bias","MCR 2.003(D)",""
"VIOL_4453","Violation","bias","MCR 2.003(C)",""
"VIOL_4454","Violation","bias","MCR 2.113",""
"VIOL_4455","Violation","bias","MCR 2.003(D)",""
"VIOL_4456","Violation","bias","MCR 2.003(C)",""
"VIOL_4457","Violation","bias","MCR 2.113",""
"VIOL_4458","Violation","bias","MCR 2.003(D)",""
"VIOL_4459","Violation","bias","MCR 2.003(C)",""
"VIOL_4460","Violation","bias","MCR 2.113",""
"VIOL_4461","Violation","bias","MCR 2.003(D)",""
"VIOL_4462","Violation","bias","MCR 2.003(C)",""
"VIOL_4463","Violation","bias","MCR 2.113",""
