file,page,sentence,hits
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0034.pdf,1,"['l1, MlqS,igane'hUd!%pport'F:ormutaDeviation..Thest.ippoitpr:6VistDnsordergdd6nbt,fo!lowth@Mic!iiganOhild 8uppqp Fom,u)@ T,he attaojie; ddev!'atio naddendum (FOC i.Od),provide sth6 basis for devi'ati6r iArid t)'T hreqtjired flndt'$s= by the court.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0035.pdf,1,"t(:i,riclud.e ssupport plus 'or rr'iltiu pptgf:iufri - : ' for h@_alth-cpre.:irisuKa naee) ' '8'upport: _.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0035.pdf,1,"4 , Quallfi6dMs'd!cii'SupportOrder.T'tiisorderlsa.qual'ifiediedleal.suppod'.orderWithirrirnediateeffe6tpurguantto Qg 1;leg '€)58,.To qUj.l,lj ythiy o.rde .rf,he'fri-en dorthe court shal lissue a notice to.enr6t pursuant:.t oMC:L.6!52':626 Ab, pua@ hmt4y Con)[esMh enptiee,5y re,quG,s""t 3an grevl'ew or he@rln Bc'qrrcerriing,avail'abilit y6f'tiealth car@ at a r@asorrable ffos't, RetroaativeModiflcation, Surcharge for Past-Due 'Support, and Liensfor.Unp&ld Sup,port .EXcep tas provided by MO L652,ei0 3s.u,ppgrt' ias judprne nthte datelt'i sduean dis rio tmod'ifiab rl6etroaetiv61 ys.uAr<>ti'ar 9meay be Oddei6:t op.agt-elu psUpport,.,Llnp@ sldupport is a tiertby gperationor law and the payer's property can be encumbered or se'l:ga it si arrearago accrues in an artioum:g;eater than ttie periodic sapport.payrnents payable for two months urider the payer's sqpport eirder.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0036.pdf,1,""" - -- ,An4r6w 7ffigie QVigors Erni§y.Ann Wafson- 0-hfldj'eW'p-.ri4m eqs'tiH @nr7u aoiWrnigtits mth payer: Chikltqh's_n'ames Overnights 'L_fncoln yWatsorv 182;5 Effe60(vi , the ,payersha lpl ay a monthl ychi( dsuppo rot bll5atio nfor the childre nnamed'above.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0030.pdf,1,Unless identiflcd as a n+anually etitctcd tax amc+un t.me tax amoutits listed are esiiniaies calculaicd by ilic MiChildSupport Ciilculator.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0030.pdf,1,"SccE21 1ICSF2.01 k%mRE1VP{GORS EMllY11'ATSON TotalMoatbl)Grosslncome $3,4)10.00 $5,372,25 FilingStatus }lt'adofliouschold Single Child Tax Credit Children Claimed Every Year Chtld T'ax Credit Children Claimed Altemating Years TaxExemptions 2 l FICATax 5266.22 5410.08 FederalTax 5171.02 S501.98 StateTax SIW.23 5208.49 ResidentLocalTax 50.00 SO,00 Non-RetidcntLocalTax 50.00 S0,00 tlddlliOllalChlldrellAdJllStfnenl 50.00 5680.93 Addi!iona)Childi'enHealthCaiclnsuranceAdjustnienl SO.O O 1122,67 Additional Deductions Additional Deductions af'ablc Piiriy 2 Additional Deductions T""ablc ztNDREWri Additional Deductions EMILY's Additioual Deductions Eieallb insurance - Other Qualifying CMldren S122.67 Manda loHre)a ltIhnsuran - cPeann tS'self-Coie rPaognei o s n i,.':.b7 of Premlums TOta lMOnthl)' GrOS $Deductions and Adjustments $545.47 52,047,7I MonthlyNet{ncome $2,934.53 513:'4.5< Famllyhet{nc ome 5s.lsq.@7 See 2021 %lCSF 2.01 ShareofNe!lncomc 46.88of fi 5.).l2'o But Sutixrt Calculation Table See2021 M(SF3.02(A) &NDREWPIGORS EMILYWATSON ChildSuppunChildren i I CliiklSupportChildrenonCalculation I I Base Support Equation Genera lCare Equation Genera lCare Equation BaxSupportAmounl 5545.00 $6",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0031.pdf,1,"l - ' _ _-'!%fion:(J' leiill&li6n:Restlis "" - : _ I ANDREW PIGORS pays BMIIA'W,'T60N'$33i,..OD 'a.m_qrifh- 'M""fhe.su.p pcaolbrtuja6an ptovfderj'Oy'this (581au!atq rIs ribt 8.*upport r6eeimr'nendation or a support r>rder, L9$4 .2Ch!ldren 3Cht3tQq 4(I'ti!!tlreii a+Cifit'l4ren Payeia ANr>RBW NyeraJe:6%i 6rh'r@s.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0031.pdf,1,"Children""l:Able l _ ,- , '8ectfoni=(ihil*e n _' - - _ l gtiF:2021MCSr3.03(A) ---- - - - 'G.hildr.gii!s'Ov*rnignlsSp€ Pen.ei.Yedy"" D!t!a'WPlG ""ORs gMlLYWA%SON r,mcotuatloN1ljogXzou 78 '2_87 A:dd_&ulehtiaxe_rinaom'OtherR61ffiio mh%5s O I ChitdSupport.'(5h'fiaranton6ttiet'Pa ynMmRAIfftionmtp's d O.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0032.pdf,1,Paragraph(s) 1 in the preceding pages ofthe uniform order deviate from the Michigan Child Support (specify paragraph number) Formula and arewarranted to avoid an unjust orinappropriate result.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0032.pdf,1,"The child support obligation thatwould be ordered by applying the Michigan Child Support Formula is: Payer: Payee: Andrew James Pigors Emily Ann Watson Children's names, birthdates, and annual overnightswith payer: - Children'snames Dateofbirth Overniqhts Lincoln Watson 182.5 Childrensupported: I child , 2children 3children 4children 5ormorechildren Basesupport:(includessupport!l%or$minuspremiumadju$stmen tforhealth-car$einsurance) Support: $ $ 58 .00 Premiumadj ust.$ $ $ $ $ Subtotal: $ 21.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0032.pdf,1,"$ o,O $ 0.00 Ordinarymedical:$ -20-o o$ $ $ $ Childcare: $ $ $ $ $ Other: $ $ $ $ $ Benefitcredit: $ $ $ $ $ Total: $ 1.0 0 $ $ $ 0.00 $ @,@@ @Supportwas reduced because payer's incomewas reduced.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0032.pdf,1,"(SEESECOND PAGE) MCL 552.517, MCL 552.51 7b(3), poctoa (11/16) UNIFORMCHILDSUPPORTORDER,DEVIATIONADDENDUM MCL 552.605, MCR 3.211",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0027.pdf,1,".{t lnnifancae E4um_bert_4aA_d4ftk>alPeipploCioy6 tRe@d""b1y53a% l rnJance 'Pe_r""Pa@on,@rqg urii ""$O.O Q $:1'%2,6V T!aye:bMomhty!{jar,e jti58i'0 0 $0,gQ .SIMl6'bf""Mt5dtbnlBxpsns e a4%% 5'3% Anng 'Qa(3(iili-'M6di@ EffXlpel i046 Mr iEhi 'eghltnilrlStip port $4 g.,:i00, 'Fort'ffiula 'MoriJli[yQi;4ip'Me(&:nr'E_xpAse $37.83 haaiti=ria[5tit-ofapocket;h4edtqa Ji!xpense sPer(Jid Pa9er'aMoritMyShare 420.0i5 $O'.OO ANDRmv pIGOR6 payg EMff,Y WATSON $1,00 a'nmnthi ""rhe st4pport caicutation provi.d'ea.byttR scarcmato r/S not a support recommendation or a .gupport omeri *Tfhere is.no E3enefit Credit.assotlated with tars caiculatl6n *Ttijs r@porfdoes NOTinc?ude.adduion afefes, arrears, and atMrsMutoty rMtt that.rry4y'be hsser;se4, '",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0028.pdf,1,"n 0 s 4 u B r ) a nce ANDREIV PIGORS B511LY "" WATSON I Yes }'e.sa -=""""=iEEE:::'.H ""a""=@ """"a""O""'?1 MonthlyHealihCarelnsurancePremiums Sumbcr ota('hild Support Children CovereJ by Health Cmc SQ.( X ' 5368,00 , Insurance Number or Additioniil Minor Ciiildrcn Cos crcd hv I-lea)th Care I lnsurance Number or AdJitionai People Covered by Health Care l Tnsumnce PerPersonAm ount ' - ' Payer'sVonihiyShan : l - -- 512167 S3S.00 SharcorMedicalFExpense 50.00 31""ii Annu Onlrdin aMryedi cFatlpcii spec +Mrichig Canhi ldSuppon 69oa Fcirmula 545,, MomhlyOrdinaryMcdicalExpcnsc 4@z Additional Out-o('-pocket Medical Expenses Per Child Payer'sMom lilyShure Qe 50.00 ANDREW PIGORS pays EMI[.Y !MkTSON $33104) s month.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0028.pdf,1,*The support calculation provided by this Calculator /s not a support recommendation or a support order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0029.pdf,1,"youngeiii kl oldest.) Children: RelnibunementEndDiile l{NCOLNuATSO.% 0)1/_112035 Substdies.Retmbursemcnts.Credits SO.OO S(100 NctChiklCaxExpcndinires SOIX) 50(y) PaycfsMontblySharc SO.OO SO.OO Mediml Iimmation Table I Section:Medlc al I See 202 $:%IC SF 3.05(C)See 2021 :%I(:SF 3.QB1 ANDREII' PIGORS F.MILY lVtTSON Re(ommendedtoPruvideHeallh(ayclnsumnce Yes Yes Health (""are Coverag erypc Pnvatc or Public Privaie or Public Raisonahlc (ari<i ui' Health ( aar cInsurance to n 6""o Shareol'Health(arc 47""o 51iin Monlhl) Health Care Insurance Prenuums SO (Xl 536)1 00 Sutnbcr ot'Child Suppon (Thildren Covered b, Health Carc msumnce I Nunnbcr ol'Addiiional Minor C'liildren (_oiered hs Health (:arc lnsiirancc I Numt+cr oJ'Addmonal People Covered b) Heakh Care Irrtumnce ' PcrPersonAtnounl SO.OO Si22.67 Pa>erasMonthlyShane S58.00 '50.00 SliariiofMedicallExpense 47oo 53oa Annt iOalrdin aMryedi cFaxlpai spce rMichig (a'lniild Supp on S454 oo Formula Miint)ily OrJinai'> MeJical Expcnse S]7 H3 Additional Out-of'-pickei Medical Lxpcn'ieii Per Child PavefsMonth}vSharc -S2[)00 SOOO ,%NDREW PIGORS psiys F3T1LY WArSON $1.€)O ii month.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0029.pdf,1,""" The support calculation provided by this Calculator is not a support recommendation or a support order.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0024.pdf,1,"P'REeE3N: T-iH: ONORABLE'JENNY L , MeN51ljL (jRCu-fT GO-URT JUC>GE A f'9on-Juy.Trial Re;gerdiil@ Custody, Parenting Time, and Child eupport was conductedeinJulyl7,.2Ci24,'nPersonbeforeJudgeJennyL.McNeill, ""l'hee6u'rt having heard testizony @n dargi4ments, ha,ving regiewed admitted ext'iibita , made ihe followi-ng Orderfr6m the Bench, with the Order beirig enf6reeabl0 gffectiv6.,July 4 7, 2024i,'the Court rule6 a,s {dlloyys NOW, THEREPONE, IT 18 0RDERED th.it Plaintffffiled 'a (5CirriplainM'or' Custody, Pareritirig.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0025.pdf,1,"EM{LY WAT80N ANDREW PIGORS See 202l MCSF 3.06(C) and 2021 MCSF 3.06(D) 47o'o 53% SharcorChildCnrc $0.00 SO.OO MonthlyChildC'arcExpcnsc Child Cac Rcimburscmcnl Tiib)c Child Care Reimburaement End Date (Children are listed nom top io botiom, younge'il kl oldest.) RelmburscmentEndDate Chlldrcn: 08/312035 LINCOLNWATSON 5000 SO.OO Subsidies.Reirnbursetncnts.Credifs 5@,@@ SQ.On NctChildCareExpendinires 50,@@ 50.00 Paycr'sMontlilySharc Medical Information Table l SectloniMedlca l "" l ANDREII"" PiGORS EMILY WATSON See 2021 MCSF 3.05(C) See 2021 MC'SF 3.QB) Yes y,,; RecommendedtoProvideHeallh('arelnsumnce Private or Public Privalc or Public Heal(h Care ('uverage Type 6Qo 6oo RcasonabieCostot'HeallhCarclniiurancc 47""'a 51g, ShareofHealihCare $36)1.00 50.00 Month)yHealThCarelnsttrancePrcmiums l Number of Child Suppon Children Covered by Health Can' (nsurance Niimber or Additional Minor C'liildrcn Coicred by Health Cnte - I insurance ) Number ofAdditional Peopie Covered ti> He I a n k s h u r C an a c re e 5122.67 SO.OO PerPersonAmounl SO.OO $58.00 Payer'sMomhlyShare 5y, a 47o-o ShareorMedicalExpcnse S454o0 Annu Oalrdin aMryedi cEaxlpa itpee rMichig Ca hnil d F S or u m p ul p a on S.!",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0025.pdf,1,"*The support calculation provided by this Calculator Is not a suppM recommendation or a support order, *There is no Benefit Credit associated with this calculation *ThiS report dOeS NOT inClude additional FEES ,affearS, and Other StatutOQI COStS that mad be aSS8Sed.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0026.pdf,1,"MonlhlvNetrncome 51,551,Hg $1,656.28 Fimlly Net income 53,720.36 See2021MCSF2.Ol S'376"" SlmetrNetlncumc 30.81oo 69.l9oo I ' - Base SuoomtGdcu Thble Sectio nB:as eSuppo rCt i}cut-aiio n ' See2021 MCSF3.02(.4) I ANDREWPIGORS ChrldSupponChildren EM1LYW.4TSON I CliildSupporlChi)drcntinCalcuiatiun I l Base Suppot 'iEquattan I HaiieSupportAmoun} Genera )Carr Equation General Care Equation 5321.00 AverageOvcrriighTs(HighestTier) 5720,(Xi Payer 'sBase Suppor tafler Parenta llitnc Offset 78 1@7 5282.00 S0,00 Obligation End Date (Children Fire lifted rmm tap IO bOltOm.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,2024-001507-DC Uniform Child Support Order (7/21 ) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,"When a child is piaced in foster care ,that child's suppor tis assigned to the Michigan Departmen tof Health and Human Services while under the slate's jurisdiction and to the funding county while placed in a county-funded program.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,"As provided by MCL 552.605d and subjec tto statutory procedures ,the friend of the court may redirec tsuppor tpaid for a child to the person who is providing the actua lcare ,support ,and maintenance of that child ,and shal labate suppor tcharges to zero for a child who resides on a full-time basis with the payer of support or if the payer of suppor twil lbe incarcerated for 180 consecutive days or more without the ability to pay.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,"EI When friend of the court becomes aware that the payer's condition meets the definition of incapacitation as defined in the curren tor subsequen tMichigan Child Support Formula ,monthly support charges shall abate and be temporarily reduced to zero effective the date that the friend of the court office provides notice of the abatemen tto the parties and to the court .Support charges shal lbe reinstated effective 60 days after the incapacitation ends.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,"The office shall provide notice of reinstatemen tto the parties and to the court that specifies the date charges will be effective, Either party may object to the abatemen tor reinstatemen tby fi!ing a written objection with the court within 21 days following when the notice was filed ,or by filing a motion .If a timely objection is received ,the friend of the court shall either set the objection for hearing or complete a suppor treview with an effective date no earfier than the date of filing of that notice.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,The payer of support shall pay statutory and service fees as required by law.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,Each party to a support order may submit a written request to have the friend of the court review the order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,The friend of the court is not required to act on more than one request received from a party each 36 months .A party may also file a motion to modify this support order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,Michfgan Child Support Formula Deviation.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0022.pdf,1,The suppor tprovisions ordered do not follow the Michigan Child Suppor tFormula .The attached deviation addendum (FOC 10d) provides the basis for deviation and the required findings by the court.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0023.pdf,1,LlnlformChlldSupportOrder (7/21) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0023.pdf,1,2024-001507-DC Page 4 of 4 13 .Prior Orders .This order supersedes al lprior child support orders and all continulng provislons are restated in thls order .Past-du eamount sowed unde rany prio rsuppor torde rin this case are preserve dand paid at the rate calculate dusing the arrearag eguidelin ein the Michigan Child Support Formula.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0023.pdf,1,r- Judge slgna}ure and date Plalntlff (if consenUstipulatlon) Date o5aamte$nbntsap F'lalnUff' sattorney Date Jcnnife Lr .Barne sP.55406 Prepared by: Name (type or print) lca;tnpicm=op amusal Iserve da copy of this uniform child suppor torde ron the partie sor thei rattorney sby first-class mail addressed to their last- know naddresse sas define dby MCR 3.203 .€ Ialso serve dthe Deviatio nAddendum (FOC lad) with this order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0020.pdf,1,"The children who are suooortm under this om*r and tlm 'Pa y m e v e * ; r and n - av a a a si are: Payer: Emiy Ann Watson Andrew James Pigors Children's names and annual ovemights with payer: Overnights Children'snames 78 Lincoln Watson ene,ivsJulyl7,2024 ,the payer shal lpay a monthly child support obligation for the children named above, De fonn to: Apprrmd, SCAO Court F M o C m L i 5 F 5 O 2 C .1 4 l , a / M 52 W , R 5 a 5 y 2 .",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,UnlfomiChlkl8upportOrdar (7/21) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,Children supported: 1 child 2 children 3 children 4 children 5 or more children Base Support: (includes support plus or minus premium adjustment for health-care insurance) Support: $282.00 Premium adjust: $38-00 Subtotal: $320.00 0.00 0.00 0.00 0.00 Ordinary medical: $12.00 Childcare: $ 0.00 Other: $ Benefit credit: $ Total: $332.00 0.00 0.00 .00 0.00 € Support WaS reduced because payer's income WaS reduced.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,"Except for child care, or as otherwise ordered, support obligations for each child end on the last day of the month the child turns age 18.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,m Post-rnajorfty Support: The following children will be attending high school on a full-time basis after turning 18 years of age.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,"Therefore, the support obligation for each specific child ends on the last day of the month as follows, except in no case may it extend beyond the time the child reaches 19 years and 6 months of age: ,n dd ait eobliga etinodns.) (,SlpneccOi?nnWam aetsoOfnchOil5d/2a Child Care.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,Qualified Medical Support Order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,This order is a qualified medical support order with immediate effect pursuant to 29 USC 1169.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,"5 , Retroactive Modification, Surcharge for Past-Due Support, and Liens for Unpaid Support.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,"Except as provided by MCL 552.603, support is a judgment the date it is due and is not modifiable retroactively.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,A surcharge may be added to past-due support.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0021.pdf,1,Unpaid support is a lien by operation of law and the payer's property can be encumbered or seized if an arrearage accrues in an amount greater than the periodic support payments payable for mo months under the payer's support order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,Uniform Child Support Order (7/21 ) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,Children supported: 1 child 2 children 3 children 4 children 5 or more children Base Support: (includes support plus or minus premium adjustment for health-care insurance) Support: $ 282.00 Premium adjust: $ 38-00 Subtotal: $320.00 0.00 0.00 0.00 0.00 Ordinary medical: $12.00 Childcare: $ 0.00 Other: $ Benefit credit: $ Total: $332.00 0.00 0.00 0.00 € Support was reduced because payer's Income was reduced.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,"Except for child care, or as otherwise ordered, support obligations for each child end on the last day of the month the child turns age 18.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,[a Post-majority Support: The following children will be attending high school on a full-time basis after turning 18 years of age.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,"Therefore, the support obligation for each specific child ends on the last day of the month as follows, except in no case may It extend beyond the time the child reaches 19 years and 6 months of age: Pipnec Wcaomi?anentsoOfn r c a hO t oe ir/ b 2a l 0 ig n2 aetniodns.) Child Care.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,"4 , Qualified Medical Support Order.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,This order is a qualified medical support order with immediate effect pursuant to 29 USC 1169.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,"5 , Retroactlve MOdifiCatiOn, Surcharge far Palt-Due Support, and Lions far unpaid Support.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,"EXCept aS provided by MCL 552.603, support is a judgment the date it is due and is not modifiable retroactively.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,A surcharge may be added to past-due support.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0016.pdf,1,Llnpaid support is a lien by operation of law and the payer's property can be encumbered or seized if an arrearage accrues in an amount greater than the periodic support payments payable for two months under the payer's support order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,P un a i g fo e r m 3 o f C 4 hlld Support Order (7/21 ) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,"When a child is placed in foster care ,that child's suppor tis assigned to the Michigan a D e co p u a n r t t y m -fu e n n d t e o d f H e pr a o l g th r a a m n .",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,"i y e n e t f e r r n i e o a n f n d c s e u o p f p t o o h f r e t t h c a o o t r u i r f t EI When friend of the court becomes aware that the payer's condition meets the dennition of incapacitation as defined in the current or subsequen tMichigan Child Support Formula ,monthly support charges shal labate and be temporarily reduced to zero effective the date that the friend of the court office provides notice of the abatemen tto the parties and p tO r o th vi e d e C O no u t r i c tS.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,The payer of support shall pay statutory and service fees as required by law.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,"10 , Review.Eachpar§toasupportordermaysubmitawrittenrequesttohavethefriendoftheoourtreviewtheorder.The a fr l i s e o n d f il o e f a t h m e o c t o io u n r t to is m no o t d r i e fy q t u h i i r s e d s u to p p a o c r t t o o n r d m er.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,"ore than one request received fmm a party each 36 months .A party may € 11 , Mlchigan Child Support Formula Deviation.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0017.pdf,1,The suppor tprovisions ordered do not follow the Michigan Child f S in u d p i p n o g r s t b F y o r th m e u c la o .,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0018.pdf,1,UnlformChlldSupport0rder (7/21) Case No.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0018.pdf,1,"Prior Orders, Thls order supersedes all prior chlld support orders and all continulng provisions are restated In thlS order.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0018.pdf,1,Past-due amounts OWed under any prior support order in thiS Case are preserved and paid at the rate calculated using the arrearage guideline in the Michigan Child Support Formula.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0018.pdf,1,"r Judge signature and date Plaintiff (if consenUstlpulaUon) Date m (if co se tlpulation) Date Plalntiff's attorney Date D6f6ndaritas attorr Date Prepared by: Jennife rL .Barnes ,P55406 Name (type or print) CERTIFICATE OF MAILING I Served a Cape Of thiS uniform child support order On the parties Or their attorneys by firSt-ClaSS mai laddressed tO their laSt- known addresses as defined by MCR 3.203.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0019.pdf,1,"I Otneral Infomiation Table Section:Genersillnrormatlon CounCTscNumb cr 2024-001507-DC I CounCascCoumy CalculaTionPat lics ANDRE'iVPICiORS Mtiskcgon Dci,cription and EMi)-YW/ITSON Micht g(hainl dSupport FormulaYear 202 1 Mich igCahni lSdupp on FormulaSupplementYear 2021 'l'ax y.%ar 20-54 I Calculation Raiulis Table SectJon:Calculi(ionReiulis I ANDREW PIGORS pays EMILY W,tTSO:'i $.132.00 a month.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0019.pdf,1,'The support calculation provided by this Calculator is not a support recommendation or a support order.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0019.pdf,1,"Payer AND J REW 2Children 3Children 4Chlldren 5+Ctiildren AverageOiernights with Payer 78 Pa B ren a ta s l eS 'r ' im u e pp O o ) an l% ft e e t r 5282.00 Health Care rnsuince Pmmiun'i 53)'1.00 Adjuslmeni Subfotals s.izo.oo Ordinary Medical S12.00 Child Care SO.OO Bencfil Crcdil 50.00 Total S33ilH) l Children Table SectioniChl)dren See 202J MCSF 3.03(A) I Children's Overnighls Spenl Per Year AN D""' PIG()R s EMILY WAI'!sON IINCOLNWATSONII/09/2022 Addit'onalChildrenfromOtherRelation ships 78 287 Child Suppo rCthildre nin Oihe rPayme nRtelationsh ips I 0 TatalOtherChildren @ [ncomcAdjustrnentPezentageMul tiplier O I gyy.o",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0013.pdf,1,"12% 46.88% Disclaimer: Unless identified as an adjusted tax amount (M), the tax amounts listed are estimates calculated by the Michigan Child Support Enforcement System.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0013.pdf,1,EMILY WATSON ANDREW PIGORS Children in Common Children in Common on Calculation Base Support Equation General Care Equation - General Care Equation - 2021 MCSF 3.02(B) 2021 MCSF 3.02(B) Base Support Amount $618.00 $545.00 Base Support Amount after PTO $37.00 $0.00 CALCRSLT (Rev.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0014.pdf,1,gO .Defendant alleges that Plaintiff has a past history of drug use/abuse 21.,"abuse,drug"
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0014.pdf,1,"Given Plaintiff's recent erratic behavior and the cut-off straw she found in her home, Defendant believes that Plaintiff has resumed his drug use/abuse.","abuse,drug"
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0014.pdf,1,Defendant believes that the 1 % year old child is at a significant risk of harm if Plaintiff exercises unsupervised parenting time.,supervised
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0014.pdf,1,"Defendant believes that until Plaintiff submits to a series of random drug screens, demonstrating that he has not been utilizing illegal and non- prescribed drugs, along with Plaintiff having to provide proof that he has adequate living accommodations, Plaintiffs parenting time should be supervised at an agency.","drug,supervised"
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0015.pdf,1,€ The friend of the court recommends child support be ordered as follows.,ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0015.pdf,1,"The children who are suooorted under thls order and t,is naver and oavae are: Payer: Payee' - Andrew James Pigors Emily Ann Watson Children's names and annual ovemights with payer: Children'snames Overnights Lincoln Watson 78 Ju ly17 2, 024 Fff,,liv, ,the payer shall pay a monthly child support obligation for the children named above.",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0010.pdf,1,",arTh OaMild Support Following Facilitative alnt'ormation Ga'therian gGonferen,cq regarding the child suppart calpulations is gr-anted, fT re 'FURTf49 0.RDERE Dtha tO.eferi<ian At'sttorne y5f Faec* r's:dhall reealculate 6titid stipport uti'lizing'the following modificatJons : for'the child support caleulatio(is and eorrespondi,ng UriFerm Child Support Order eff@giive May 3, 2024, ihe child'care/da,ycare expenses shall be removed from the calculations or atternatively stated the q0,ildcare/daycare expenses shall be entere< jat zero ($0.00) .",ppo
scanned_300/SCANNEDcustody scanned_0001/custody scanned_0010.pdf,1,The Court has recalculated the child support calcumtions and fourid rhat child gupport wt'Lild be Act at $I.OG .,ppo
